PERMNO,date,TICKER,RET
14593,2011-06-03,AAPL,-0.007691
14593,2011-06-06,AAPL,-0.015723
14593,2011-06-07,AAPL,-0.017749
14593,2011-06-08,AAPL,0.000602
14593,2011-06-09,AAPL,-0.002257
14593,2011-06-10,AAPL,-0.016863
14593,2011-06-13,AAPL,0.002148
14593,2011-06-14,AAPL,0.017881
14593,2011-06-15,AAPL,-0.017116
14593,2011-06-16,AAPL,-0.004866
14593,2011-06-17,AAPL,-0.015069
14593,2011-06-20,AAPL,-0.015425
14593,2011-06-21,AAPL,0.031650
14593,2011-06-22,AAPL,-0.008269
14593,2011-06-23,AAPL,0.026720
14593,2011-06-24,AAPL,-0.014733
14593,2011-06-27,AAPL,0.017435
14593,2011-06-28,AAPL,0.009698
14593,2011-06-29,AAPL,-0.003639
14593,2011-06-30,AAPL,0.004880
14593,2011-07-01,AAPL,0.022611
14593,2011-07-05,AAPL,0.017975
14593,2011-07-06,AAPL,0.006668
14593,2011-07-07,AAPL,0.015465
14593,2011-07-08,AAPL,0.007027
14593,2011-07-11,AAPL,-0.015874
14593,2011-07-12,AAPL,-0.000706
14593,2011-07-13,AAPL,0.012071
14593,2011-07-14,AAPL,-0.000698
14593,2011-07-15,AAPL,0.019985
14593,2011-07-18,AAPL,0.024334
14593,2011-07-19,AAPL,0.008159
14593,2011-07-20,AAPL,0.026668
14593,2011-07-21,AAPL,0.001008
14593,2011-07-22,AAPL,0.015518
14593,2011-07-25,AAPL,0.013221
14593,2011-07-26,AAPL,0.012321
14593,2011-07-27,AAPL,-0.026821
14593,2011-07-28,AAPL,-0.001961
14593,2011-07-29,AAPL,-0.003420
14593,2011-08-01,AAPL,0.016057
14593,2011-08-02,AAPL,-0.019761
14593,2011-08-03,AAPL,0.009411
14593,2011-08-04,AAPL,-0.038719
14593,2011-08-05,AAPL,-0.009937
14593,2011-08-08,AAPL,-0.054628
14593,2011-08-09,AAPL,0.058889
14593,2011-08-10,AAPL,-0.027593
14593,2011-08-11,AAPL,0.027523
14593,2011-08-12,AAPL,0.008804
14593,2011-08-15,AAPL,0.017030
14593,2011-08-16,AAPL,-0.007642
14593,2011-08-17,AAPL,-0.000105
14593,2011-08-18,AAPL,-0.037825
14593,2011-08-19,AAPL,-0.027373
14593,2011-08-22,AAPL,0.001152
14593,2011-08-23,AAPL,0.048143
14593,2011-08-24,AAPL,0.006906
14593,2011-08-25,AAPL,-0.006539
14593,2011-08-26,AAPL,0.026383
14593,2011-08-29,AAPL,0.016659
14593,2011-08-30,AAPL,0.000051
14593,2011-08-31,AAPL,-0.013231
14593,2011-09-01,AAPL,-0.009874
14593,2011-09-02,AAPL,-0.018319
14593,2011-09-06,AAPL,0.015212
14593,2011-09-07,AAPL,0.011034
14593,2011-09-08,AAPL,0.000547
14593,2011-09-09,AAPL,-0.017337
14593,2011-09-12,AAPL,0.006517
14593,2011-09-13,AAPL,0.012318
14593,2011-09-14,AAPL,0.012168
14593,2011-09-15,AAPL,0.009401
14593,2011-09-16,AAPL,0.019188
14593,2011-09-19,AAPL,0.027790
14593,2011-09-20,AAPL,0.004421
14593,2011-09-21,AAPL,-0.003168
14593,2011-09-22,AAPL,-0.025040
14593,2011-09-23,AAPL,0.006172
14593,2011-09-26,AAPL,-0.002795
14593,2011-09-27,AAPL,-0.009698
14593,2011-09-28,AAPL,-0.005635
14593,2011-09-29,AAPL,-0.016221
14593,2011-09-30,AAPL,-0.023683
14593,2011-10-03,AAPL,-0.017623
14593,2011-10-04,AAPL,-0.005606
14593,2011-10-05,AAPL,0.015436
14593,2011-10-06,AAPL,-0.002327
14593,2011-10-07,AAPL,-0.020060
14593,2011-10-10,AAPL,0.051406
14593,2011-10-11,AAPL,0.029526
14593,2011-10-12,AAPL,0.004747
14593,2011-10-13,AAPL,0.015515
14593,2011-10-14,AAPL,0.033225
14593,2011-10-17,AAPL,-0.004763
14593,2011-10-18,AAPL,0.005357
14593,2011-10-19,AAPL,-0.055940
14593,2011-10-20,AAPL,-0.008304
14593,2011-10-21,AAPL,-0.006172
14593,2011-10-24,AAPL,0.032835
14593,2011-10-25,AAPL,-0.019716
14593,2011-10-26,AAPL,0.007115
14593,2011-10-27,AAPL,0.010210
14593,2011-10-28,AAPL,0.000642
14593,2011-10-31,AAPL,-0.000420
14593,2011-11-01,AAPL,-0.020431
14593,2011-11-02,AAPL,0.002270
14593,2011-11-03,AAPL,0.014242
14593,2011-11-04,AAPL,-0.007021
14593,2011-11-07,AAPL,-0.001274
14593,2011-11-08,AAPL,0.016261
14593,2011-11-09,AAPL,-0.026955
14593,2011-11-10,AAPL,-0.025450
14593,2011-11-11,AAPL,-0.001558
14593,2011-11-14,AAPL,-0.013936
14593,2011-11-15,AAPL,0.025233
14593,2011-11-16,AAPL,-0.010442
14593,2011-11-17,AAPL,-0.019128
14593,2011-11-18,AAPL,-0.006545
14593,2011-11-21,AAPL,-0.015816
14593,2011-11-22,AAPL,0.020325
14593,2011-11-23,AAPL,-0.025285
14593,2011-11-25,AAPL,-0.009319
14593,2011-11-28,AAPL,0.034519
14593,2011-11-29,AAPL,-0.007763
14593,2011-11-30,AAPL,0.024116
14593,2011-12-01,AAPL,0.014992
14593,2011-12-02,AAPL,0.004563
14593,2011-12-05,AAPL,0.008494
14593,2011-12-06,AAPL,-0.005242
14593,2011-12-07,AAPL,-0.004758
14593,2011-12-08,AAPL,0.004035
14593,2011-12-09,AAPL,0.007577
14593,2011-12-12,AAPL,-0.004522
14593,2011-12-13,AAPL,-0.007733
14593,2011-12-14,AAPL,-0.022170
14593,2011-12-15,AAPL,-0.003288
14593,2011-12-16,AAPL,0.005489
14593,2011-12-19,AAPL,0.003123
14593,2011-12-20,AAPL,0.035949
14593,2011-12-21,AAPL,0.001250
14593,2011-12-22,AAPL,0.005310
14593,2011-12-23,AAPL,0.011993
14593,2011-12-27,AAPL,0.007934
14593,2011-12-28,AAPL,-0.009569
14593,2011-12-29,AAPL,0.006159
14593,2011-12-30,AAPL,-0.000296
14593,2012-01-03,AAPL,0.015383
14593,2012-01-04,AAPL,0.005374
14593,2012-01-05,AAPL,0.011102
14593,2012-01-06,AAPL,0.010454
14593,2012-01-09,AAPL,-0.001586
14593,2012-01-10,AAPL,0.003580
14593,2012-01-11,AAPL,-0.001630
14593,2012-01-12,AAPL,-0.002745
14593,2012-01-13,AAPL,-0.003750
14593,2012-01-17,AAPL,0.011648
14593,2012-01-18,AAPL,0.010384
14593,2012-01-19,AAPL,-0.003169
14593,2012-01-20,AAPL,-0.017417
14593,2012-01-23,AAPL,0.016914
14593,2012-01-24,AAPL,-0.016375
14593,2012-01-25,AAPL,0.062439
14593,2012-01-26,AAPL,-0.004545
14593,2012-01-27,AAPL,0.005960
14593,2012-01-30,AAPL,0.012811
14593,2012-01-31,AAPL,0.007660
14593,2012-02-01,AAPL,-0.000635
14593,2012-02-02,AAPL,-0.002346
14593,2012-02-03,AAPL,0.010019
14593,2012-02-06,AAPL,0.009333
14593,2012-02-07,AAPL,0.010475
14593,2012-02-08,AAPL,0.016744
14593,2012-02-09,AAPL,0.034593
14593,2012-02-10,AAPL,0.000507
14593,2012-02-13,AAPL,0.018605
14593,2012-02-14,AAPL,0.013649
14593,2012-02-15,AAPL,-0.023142
14593,2012-02-16,AAPL,0.009122
14593,2012-02-17,AAPL,-0.000179
14593,2012-02-21,AAPL,0.025352
14593,2012-02-22,AAPL,-0.003516
14593,2012-02-23,AAPL,0.006530
14593,2012-02-24,AAPL,0.011658
14593,2012-02-27,AAPL,0.006413
14593,2012-02-28,AAPL,0.018354
14593,2012-02-29,AAPL,0.013130
14593,2012-03-01,AAPL,0.003742
14593,2012-03-02,AAPL,0.001304
14593,2012-03-05,AAPL,-0.022048
14593,2012-03-06,AAPL,-0.005439
14593,2012-03-07,AAPL,0.000811
14593,2012-03-08,AAPL,0.021293
14593,2012-03-09,AAPL,0.005867
14593,2012-03-12,AAPL,0.012528
14593,2012-03-13,AAPL,0.029167
14593,2012-03-14,AAPL,0.037810
14593,2012-03-15,AAPL,-0.006818
14593,2012-03-16,AAPL,0.000017
14593,2012-03-19,AAPL,0.026521
14593,2012-03-20,AAPL,0.008085
14593,2012-03-21,AAPL,-0.005710
14593,2012-03-22,AAPL,-0.005245
14593,2012-03-23,AAPL,-0.005489
14593,2012-03-26,AAPL,0.018337
14593,2012-03-27,AAPL,0.012356
14593,2012-03-28,AAPL,0.005110
14593,2012-03-29,AAPL,-0.012564
14593,2012-03-30,AAPL,-0.016906
14593,2012-04-02,AAPL,0.031824
14593,2012-04-03,AAPL,0.017280
14593,2012-04-04,AAPL,-0.007961
14593,2012-04-05,AAPL,0.015009
14593,2012-04-09,AAPL,0.004024
14593,2012-04-10,AAPL,-0.012244
14593,2012-04-11,AAPL,-0.003564
14593,2012-04-12,AAPL,-0.005477
14593,2012-04-13,AAPL,-0.028165
14593,2012-04-16,AAPL,-0.041472
14593,2012-04-17,AAPL,0.050971
14593,2012-04-18,AAPL,-0.002231
14593,2012-04-19,AAPL,-0.034356
14593,2012-04-20,AAPL,-0.024615
14593,2012-04-23,AAPL,-0.002234
14593,2012-04-24,AAPL,-0.019975
14593,2012-04-25,AAPL,0.088741
14593,2012-04-26,AAPL,-0.003770
14593,2012-04-27,AAPL,-0.007734
14593,2012-04-30,AAPL,-0.031542
14593,2012-05-01,AAPL,-0.003168
14593,2012-05-02,AAPL,0.006614
14593,2012-05-03,AAPL,-0.007099
14593,2012-05-04,AAPL,-0.028480
14593,2012-05-07,AAPL,0.007483
14593,2012-05-08,AAPL,-0.002283
14593,2012-05-09,AAPL,0.001760
14593,2012-05-10,AAPL,0.002354
14593,2012-05-11,AAPL,-0.006678
14593,2012-05-14,AAPL,-0.014981
14593,2012-05-15,AAPL,-0.009047
14593,2012-05-16,AAPL,-0.012826
14593,2012-05-17,AAPL,-0.029218
14593,2012-05-18,AAPL,0.000490
14593,2012-05-21,AAPL,0.058260
14593,2012-05-22,AAPL,-0.007679
14593,2012-05-23,AAPL,0.024400
14593,2012-05-24,AAPL,-0.009184
14593,2012-05-25,AAPL,-0.005360
14593,2012-05-29,AAPL,0.017749
14593,2012-05-30,AAPL,0.012057
14593,2012-05-31,AAPL,-0.002486
14593,2012-06-01,AAPL,-0.028975
14593,2012-06-04,AAPL,0.005882
14593,2012-06-05,AAPL,-0.002587
14593,2012-06-06,AAPL,0.015333
14593,2012-06-07,AAPL,0.000455
14593,2012-06-08,AAPL,0.015042
14593,2012-06-11,AAPL,-0.015767
14593,2012-06-12,AAPL,0.008736
14593,2012-06-13,AAPL,-0.006943
14593,2012-06-14,AAPL,-0.001101
14593,2012-06-15,AAPL,0.004549
14593,2012-06-18,AAPL,0.020292
14593,2012-06-19,AAPL,0.002783
14593,2012-06-20,AAPL,-0.002841
14593,2012-06-21,AAPL,-0.013779
14593,2012-06-22,AAPL,0.007669
14593,2012-06-25,AAPL,-0.019473
14593,2012-06-26,AAPL,0.002208
14593,2012-06-27,AAPL,0.004327
14593,2012-06-28,AAPL,-0.009487
14593,2012-06-29,AAPL,0.026272
14593,2012-07-02,AAPL,0.014589
14593,2012-07-03,AAPL,0.011628
14593,2012-07-05,AAPL,0.017567
14593,2012-07-06,AAPL,-0.006656
14593,2012-07-09,AAPL,0.013220
14593,2012-07-10,AAPL,-0.009252
14593,2012-07-11,AAPL,-0.006215
14593,2012-07-12,AAPL,-0.009149
14593,2012-07-13,AAPL,0.010135
14593,2012-07-16,AAPL,0.003207
14593,2012-07-17,AAPL,0.000049
14593,2012-07-18,AAPL,-0.001120
14593,2012-07-19,AAPL,0.013295
14593,2012-07-20,AAPL,-0.016311
14593,2012-07-23,AAPL,-0.000778
14593,2012-07-24,AAPL,-0.004819
14593,2012-07-25,AAPL,-0.043184
14593,2012-07-26,AAPL,-0.000156
14593,2012-07-27,AAPL,0.017882
14593,2012-07-30,AAPL,0.016867
14593,2012-07-31,AAPL,0.026436
14593,2012-08-01,AAPL,-0.006467
14593,2012-08-02,AAPL,0.001615
14593,2012-08-03,AAPL,0.013014
14593,2012-08-06,AAPL,0.011126
14593,2012-08-07,AAPL,-0.002628
14593,2012-08-08,AAPL,-0.001698
14593,2012-08-09,AAPL,0.005679
14593,2012-08-10,AAPL,0.001563
14593,2012-08-13,AAPL,0.013350
14593,2012-08-14,AAPL,0.002683
14593,2012-08-15,AAPL,-0.001361
14593,2012-08-16,AAPL,0.008735
14593,2012-08-17,AAPL,0.018496
14593,2012-08-20,AAPL,0.026292
14593,2012-08-21,AAPL,-0.013663
14593,2012-08-22,AAPL,0.019523
14593,2012-08-23,AAPL,-0.009329
14593,2012-08-24,AAPL,0.000893
14593,2012-08-27,AAPL,0.018784
14593,2012-08-28,AAPL,-0.001302
14593,2012-08-29,AAPL,-0.001977
14593,2012-08-30,AAPL,-0.014252
14593,2012-08-31,AAPL,0.002067
14593,2012-09-04,AAPL,0.014626
14593,2012-09-05,AAPL,-0.007023
14593,2012-09-06,AAPL,0.009012
14593,2012-09-07,AAPL,0.006166
14593,2012-09-10,AAPL,-0.026013
14593,2012-09-11,AAPL,-0.003244
14593,2012-09-12,AAPL,0.013927
14593,2012-09-13,AAPL,0.019693
14593,2012-09-14,AAPL,0.012153
14593,2012-09-17,AAPL,0.012297
14593,2012-09-18,AAPL,0.003042
14593,2012-09-19,AAPL,0.000271
14593,2012-09-20,AAPL,-0.004843
14593,2012-09-21,AAPL,0.001997
14593,2012-09-24,AAPL,-0.013291
14593,2012-09-25,AAPL,-0.024971
14593,2012-09-26,AAPL,-0.012412
14593,2012-09-27,AAPL,0.024264
14593,2012-09-28,AAPL,-0.020864
14593,2012-10-01,AAPL,-0.011565
14593,2012-10-02,AAPL,0.002912
14593,2012-10-03,AAPL,0.015333
14593,2012-10-04,AAPL,-0.006925
14593,2012-10-05,AAPL,-0.021311
14593,2012-10-08,AAPL,-0.022097
14593,2012-10-09,AAPL,-0.003635
14593,2012-10-10,AAPL,0.007958
14593,2012-10-11,AAPL,-0.019987
14593,2012-10-12,AAPL,0.002570
14593,2012-10-15,AAPL,0.008013
14593,2012-10-16,AAPL,0.023682
14593,2012-10-17,AAPL,-0.007970
14593,2012-10-18,AAPL,-0.018575
14593,2012-10-19,AAPL,-0.036039
14593,2012-10-22,AAPL,0.039666
14593,2012-10-23,AAPL,-0.032608
14593,2012-10-24,AAPL,0.005665
14593,2012-10-25,AAPL,-0.011822
14593,2012-10-26,AAPL,-0.009086
14593,2012-10-31,AAPL,-0.014371
14593,2012-11-01,AAPL,0.002049
14593,2012-11-02,AAPL,-0.033091
14593,2012-11-05,AAPL,0.013559
14593,2012-11-06,AAPL,-0.003030
14593,2012-11-07,AAPL,-0.038085
14593,2012-11-08,AAPL,-0.036294
14593,2012-11-09,AAPL,0.017313
14593,2012-11-12,AAPL,-0.007732
14593,2012-11-13,AAPL,0.000125
14593,2012-11-14,AAPL,-0.011085
14593,2012-11-15,AAPL,-0.020973
14593,2012-11-16,AAPL,0.003915
14593,2012-11-19,AAPL,0.072112
14593,2012-11-20,AAPL,-0.008514
14593,2012-11-21,AAPL,0.001402
14593,2012-11-23,AAPL,0.017447
14593,2012-11-26,AAPL,0.031549
14593,2012-11-27,AAPL,-0.008057
14593,2012-11-28,AAPL,-0.003147
14593,2012-11-29,AAPL,0.011013
14593,2012-11-30,AAPL,-0.006923
14593,2012-12-03,AAPL,0.001555
14593,2012-12-04,AAPL,-0.017647
14593,2012-12-05,AAPL,-0.064346
14593,2012-12-06,AAPL,0.015687
14593,2012-12-07,AAPL,-0.025573
14593,2012-12-10,AAPL,-0.006431
14593,2012-12-11,AAPL,0.021832
14593,2012-12-12,AAPL,-0.004411
14593,2012-12-13,AAPL,-0.017273
14593,2012-12-14,AAPL,-0.037562
14593,2012-12-17,AAPL,0.017725
14593,2012-12-18,AAPL,0.029046
14593,2012-12-19,AAPL,-0.014216
14593,2012-12-20,AAPL,-0.008702
14593,2012-12-21,AAPL,-0.004600
14593,2012-12-24,AAPL,0.001614
14593,2012-12-26,AAPL,-0.013781
14593,2012-12-27,AAPL,0.004017
14593,2012-12-28,AAPL,-0.010622
14593,2012-12-31,AAPL,0.044317
14593,2013-01-02,AAPL,0.031676
14593,2013-01-03,AAPL,-0.012630
14593,2013-01-04,AAPL,-0.027847
14593,2013-01-07,AAPL,-0.005882
14593,2013-01-08,AAPL,0.002691
14593,2013-01-09,AAPL,-0.015629
14593,2013-01-10,AAPL,0.012396
14593,2013-01-11,AAPL,-0.006132
14593,2013-01-14,AAPL,-0.035652
14593,2013-01-15,AAPL,-0.031550
14593,2013-01-16,AAPL,0.041509
14593,2013-01-17,AAPL,-0.006738
14593,2013-01-18,AAPL,-0.005331
14593,2013-01-22,AAPL,0.009540
14593,2013-01-23,AAPL,0.018295
14593,2013-01-24,AAPL,-0.123549
14593,2013-01-25,AAPL,-0.023574
14593,2013-01-28,AAPL,0.022620
14593,2013-01-29,AAPL,0.018763
14593,2013-01-30,AAPL,-0.003142
14593,2013-01-31,AAPL,-0.002933
14593,2013-02-01,AAPL,-0.004105
14593,2013-02-04,AAPL,-0.024920
14593,2013-02-05,AAPL,0.035106
14593,2013-02-06,AAPL,-0.001079
14593,2013-02-07,AAPL,0.029562
14593,2013-02-08,AAPL,0.014438
14593,2013-02-11,AAPL,0.010421
14593,2013-02-12,AAPL,-0.025066
14593,2013-02-13,AAPL,-0.001902
14593,2013-02-14,AAPL,-0.000899
14593,2013-02-15,AAPL,-0.013781
14593,2013-02-19,AAPL,-0.000369
14593,2013-02-20,AAPL,-0.024218
14593,2013-02-21,AAPL,-0.006216
14593,2013-02-22,AAPL,0.010649
14593,2013-02-25,AAPL,-0.017768
14593,2013-02-26,AAPL,0.013934
14593,2013-02-27,AAPL,-0.009800
14593,2013-02-28,AAPL,-0.007131
14593,2013-03-01,AAPL,-0.024762
14593,2013-03-04,AAPL,-0.024206
14593,2013-03-05,AAPL,0.026411
14593,2013-03-06,AAPL,-0.012715
14593,2013-03-07,AAPL,0.011558
14593,2013-03-08,AAPL,0.002643
14593,2013-03-11,AAPL,0.014245
14593,2013-03-12,AAPL,-0.021559
14593,2013-03-13,AAPL,-0.000187
14593,2013-03-14,AAPL,0.009688
14593,2013-03-15,AAPL,0.025803
14593,2013-03-18,AAPL,0.027183
14593,2013-03-19,AAPL,-0.002699
14593,2013-03-20,AAPL,-0.005303
14593,2013-03-21,AAPL,0.001438
14593,2013-03-22,AAPL,0.020277
14593,2013-03-25,AAPL,0.003615
14593,2013-03-26,AAPL,-0.005272
14593,2013-03-27,AAPL,-0.019638
14593,2013-03-28,AAPL,-0.020837
14593,2013-04-01,AAPL,-0.031062
14593,2013-04-02,AAPL,0.002056
14593,2013-04-03,AAPL,0.005114
14593,2013-04-04,AAPL,-0.009884
14593,2013-04-05,AAPL,-0.010568
14593,2013-04-08,AAPL,0.007112
14593,2013-04-09,AAPL,0.001807
14593,2013-04-10,AAPL,0.020399
14593,2013-04-11,AAPL,-0.003122
14593,2013-04-12,AAPL,-0.010430
14593,2013-04-15,AAPL,-0.023150
14593,2013-04-16,AAPL,0.015220
14593,2013-04-17,AAPL,-0.054993
14593,2013-04-18,AAPL,-0.026688
14593,2013-04-19,AAPL,-0.003877
14593,2013-04-22,AAPL,0.020844
14593,2013-04-23,AAPL,0.018712
14593,2013-04-24,AAPL,-0.001645
14593,2013-04-25,AAPL,0.007197
14593,2013-04-26,AAPL,0.021610
14593,2013-04-29,AAPL,0.030956
14593,2013-04-30,AAPL,0.029434
14593,2013-05-01,AAPL,-0.007882
14593,2013-05-02,AAPL,0.014182
14593,2013-05-03,AAPL,0.010011
14593,2013-05-06,AAPL,0.023845
14593,2013-05-07,AAPL,-0.004454
14593,2013-05-08,AAPL,0.011298
14593,2013-05-09,AAPL,-0.008667
14593,2013-05-10,AAPL,-0.008319
14593,2013-05-13,AAPL,0.003908
14593,2013-05-14,AAPL,-0.023926
14593,2013-05-15,AAPL,-0.033817
14593,2013-05-16,AAPL,0.013357
14593,2013-05-17,AAPL,-0.003033
14593,2013-05-20,AAPL,0.022319
14593,2013-05-21,AAPL,-0.007383
14593,2013-05-22,AAPL,0.003853
14593,2013-05-23,AAPL,0.001781
14593,2013-05-24,AAPL,0.006808
14593,2013-05-28,AAPL,-0.008337
14593,2013-05-29,AAPL,0.007954
14593,2013-05-30,AAPL,0.014900
14593,2013-05-31,AAPL,-0.004086
14593,2013-06-03,AAPL,0.002190
14593,2013-06-04,AAPL,-0.003128
14593,2013-06-05,AAPL,-0.009348
14593,2013-06-06,AAPL,-0.014940
14593,2013-06-07,AAPL,0.007643
14593,2013-06-10,AAPL,-0.006611
14593,2013-06-11,AAPL,-0.002939
14593,2013-06-12,AAPL,-0.012363
14593,2013-06-13,AAPL,0.008735
14593,2013-06-14,AAPL,-0.013568
14593,2013-06-17,AAPL,0.004534
14593,2013-06-18,AAPL,-0.000532
14593,2013-06-19,AAPL,-0.020312
14593,2013-06-20,AAPL,-0.014567
14593,2013-06-21,AAPL,-0.008008
14593,2013-06-24,AAPL,-0.026505
14593,2013-06-25,AAPL,0.000224
14593,2013-06-26,AAPL,-0.011326
14593,2013-06-27,AAPL,-0.010777
14593,2013-06-28,AAPL,0.006984
14593,2013-07-01,AAPL,0.032003
14593,2013-07-02,AAPL,0.022653
14593,2013-07-03,AAPL,0.005520
14593,2013-07-05,AAPL,-0.008032
14593,2013-07-08,AAPL,-0.005678
14593,2013-07-09,AAPL,0.017588
14593,2013-07-10,AAPL,-0.003836
14593,2013-07-11,AAPL,0.015587
14593,2013-07-12,AAPL,-0.001821
14593,2013-07-15,AAPL,0.002180
14593,2013-07-16,AAPL,0.006445
14593,2013-07-17,AAPL,0.000267
14593,2013-07-18,AAPL,0.003365
14593,2013-07-19,AAPL,-0.015768
14593,2013-07-22,AAPL,0.003200
14593,2013-07-23,AAPL,-0.017171
14593,2013-07-24,AAPL,0.051362
14593,2013-07-25,AAPL,-0.004563
14593,2013-07-26,AAPL,0.005678
14593,2013-07-29,AAPL,0.015420
14593,2013-07-30,AAPL,0.012350
14593,2013-07-31,AAPL,-0.001743
14593,2013-08-01,AAPL,0.009162
14593,2013-08-02,AAPL,0.012841
14593,2013-08-05,AAPL,0.014939
14593,2013-08-06,AAPL,-0.008947
14593,2013-08-07,AAPL,-0.000580
14593,2013-08-08,AAPL,-0.001979
14593,2013-08-09,AAPL,-0.014230
14593,2013-08-12,AAPL,0.028408
14593,2013-08-13,AAPL,0.047522
14593,2013-08-14,AAPL,0.018240
14593,2013-08-15,AAPL,-0.001184
14593,2013-08-16,AAPL,0.008877
14593,2013-08-19,AAPL,0.010770
14593,2013-08-20,AAPL,-0.013137
14593,2013-08-21,AAPL,0.002574
14593,2013-08-22,AAPL,0.001194
14593,2013-08-23,AAPL,-0.003857
14593,2013-08-26,AAPL,0.003892
14593,2013-08-27,AAPL,-0.028590
14593,2013-08-28,AAPL,0.004720
14593,2013-08-29,AAPL,0.001638
14593,2013-08-30,AAPL,-0.009119
14593,2013-09-03,AAPL,0.002800
14593,2013-09-04,AAPL,0.020695
14593,2013-09-05,AAPL,-0.006860
14593,2013-09-06,AAPL,0.005956
14593,2013-09-09,AAPL,0.015957
14593,2013-09-10,AAPL,-0.022779
14593,2013-09-11,AAPL,-0.054444
14593,2013-09-12,AAPL,0.010648
14593,2013-09-13,AAPL,-0.016480
14593,2013-09-16,AAPL,-0.031792
14593,2013-09-17,AAPL,0.011553
